UDR.N,FI.N,KEY.N,WAB.N,RL.N,AJG.N,ORCL.N,FDX.N,VZ.N,AOS.N,CPB.N,C.N,L.N,OXY.N,FDS.N
0.097126159061413,0.0164085971931598,0.074703917404076,0.173605947951593,0.0089063056652114,-0.0556994818591877,0.0294840295093928,-0.0216655382220485,0.064707998731196,0.232240762544478,0.0053745380997189,-0.0401813311318321,0.0404849762666333,0.2232098147429249,-0.0310981535308009
0.0527351436088499,-0.056389267859832,0.062931400910587,0.0465885707072838,0.0233050847412282,0.0113168724473915,-0.0119331742043952,0.060207612469156,0.0644346178214921,0.0744952425062326,0.0400935516195735,0.0062882385925413,-0.0636378729492635,-0.0631460444356835,-0.01707193926959
0.0669158878542824,0.0253012048322174,-0.0126106788150464,-0.013018468052907,0.0465868502471611,-0.0467698531755998,0.102254428338163,0.0539017168420868,0.0106824925720133,0.14038876889138,0.0407966591511257,0.0185464740150416,0.0969000650524494,0.0161662715372308,0.13282247765829
-0.0364045902636322,0.0594594594579312,0.0385869565221444,0.1205521472240969,0.0018148820262402,-0.0133045667121323,0.0657414170851076,0.0193908269875775,-0.0185794503319959,-0.0988927472905504,-0.0024932305436166,0.0683531178740193,0.0489130434595679,0.108904479221839,-0.004735062011672
-0.0066200809035751,-0.0428127772990251,-0.0564243448968422,-0.0424619659265886,-0.0694993412173307,-0.0313411078550658,-0.0253598355012851,-0.050898983763034,-0.05510142297901,-0.0731758751760978,0.094897324219452,-0.0130130130287563,-0.0378767342355186,-0.0355265719209407,0.0187494684876164
0.0370233247079117,0.0512166859981651,-0.0011198208279837,0.0694881326717371,-0.0274074049592943,-0.0352796688631112,0.0189873417698911,0.0703541706333317,0.0730535084897721,0.0548350398137607,0.0545609548248727,-0.021501014180324,0.0432607416199863,0.0388511405818344,0.0532175462125641
0.0053847159347788,-0.0374779541270791,0.0341928251192756,-0.28983957220369,0.0389799635623846,0.0722178374226161,0.033126293986091,-0.103970563066248,0.0222398439719897,-0.0717832434410466,-0.006844056545934,0.0014510779499368,0.0454160790044486,0.050706972209818,-0.0718816067496878
0.0955116696451901,0.0116811726928989,0.0063685636958694,0.0625276505554121,0.0341865357710642,-0.0136179609770246,0.0454241816902852,-0.0351446853044586,0.0402128917785594,-0.0641623891744953,0.0242639040238946,0.0318546103245809,0.0400040141554026,-0.0535498839769165,0.0059284652014846
-0.0101606030769068,0.0661082182410062,0.0176678445307991,-0.0382842963543241,0.0974711452716239,0.0062146642530276,0.133546325866136,0.0766834145747373,0.0554292211676316,-0.0169533782085842,-0.0284801703273087,0.006484295827307,-0.0150727650503193,-0.0521372938977649,0.101360544216079
0.0826453636102238,0.0490550010610804,-0.0080128205329986,0.157021747139284,0.097542123962538,0.0442444694365143,0.0411499436592855,0.0539197644228391,0.0074330103355464,-0.104009751934644,0.0297443047958637,0.0098651097013635,0.0269129287543806,-0.0243192683363908,0.0479719991856395
0.0373802903973366,0.0346153846085671,-0.018789537063768,0.0468443819807232,0.101408450718107,0.051705565507376,0.0303194369155797,0.0077702112848041,-0.0199895760949731,0.0179180887473505,0.0184590690264628,-0.0016243557113023,0.0272844468017127,0.0724328930263751,0.0400819387104692
-0.0533055390026107,0.0256309919744613,0.0534626038680377,-0.0751902587429043,-0.0062761130556301,0.0189386854082998,-0.099316868107656,-0.0582622734413392,0.0658271322420365,0.0494551550542808,0.0267525347295402,0.123210324658841,0.0388276553115938,-0.0257382297763621,0.0680786686646211
0.0417249940170377,0.002861503232411,0.0036813042294634,0.0539828834801774,0.0565284573688922,-0.0297800338636053,0.0011668611351212,0.016387405636634,0.045752264469866,0.025573320766265,-0.0105425559037442,-0.0102333931805709,0.0479864962900571,-0.0505836575790847,0.0283286118777841
-0.0042695943746738,0.0074186798604796,-0.0020307925968502,0.005938617295893,0.0600853138318351,-0.0013951866029975,-0.0425407925391196,0.034239130430173,-0.0282969885648444,0.0083441981673648,0.0610706860638554,-0.0767771169284579,0.0010083360442731,-0.0038826574676968,0.048882523070692
-0.0621745788836016,0.0018882175044017,-0.007154213017441,0.0711180124278297,0.0140296240786495,0.0003914901452937,0.103469263542396,-0.0583717000327658,0.0130911033745078,-0.0116369278401362,-0.0460445750423062,0.0186507936333322,0.0458103130772522,0.0728453671069227,0.032697995407043
-0.0082181455251192,0.0020731247699687,-0.0477715505650936,0.0771238040067637,0.0449234259836011,-0.0130603600316808,0.0369553226674897,-0.0185236898411861,0.0175875148424267,0.0012700291877858,0.0090726832855114,0.0444098169216622,0.0416024653367506,0.0281890082953811,-0.0213206046100515
0.0106524633639364,0.114350197466363,0.0082564591451184,0.0543846574454634,0.058842688085762,0.0515021459185712,0.0308510638303754,0.0586115325893404,0.140125720285526,0.0312335958313648,0.0153452685486346,0.0263969601814569,0.0797213521607565,0.0842209072886869,0.0396671248222189
-0.133728590250838,-0.0413502109639148,-0.0359449592835095,-0.0671603677382477,0.0064559190430215,-0.0412761132565455,0.0170278637824328,-0.0048976525393449,-0.0542154835870401,0.0152710613253493,-0.0224181360080246,-0.0587263718112276,-0.0009798157757914,0.0569561148050699,0.0708130972690031
-0.111149113255402,-0.12992957746463,0.0104864550008048,0.117985217639814,-0.0892875343890729,-0.0107604017448129,-0.0299340436282186,-0.0020726322680831,0.0453104140583046,0.221700464683118,-0.0460099571926228,-0.0920257360112676,-0.0702236170983491,-0.0200414650994102,-0.0345281638540911
0.0874837592028583,-0.0586806960812788,-0.029880910056674,-0.0822643899688382,-0.154560716294296,0.0707034082653055,0.0606694560608934,-0.0095719703826094,-0.0173627405000929,-0.0072090628091012,0.0249796361703698,0.0181637286371208,-0.006881209812146,-0.0005289139312895,-0.0899073315766015
-0.0314615691261326,0.0932932072347308,-0.0291291291270886,-0.0002668801618633,0.0299235045044998,-0.0085629027210761,0.0675542406275249,-0.0440820538868236,0.0573065902465994,-0.0896265560077812,-0.019867549655585,-0.0044795221783552,0.0285045735087408,0.135139635234041,0.14383447353873
-0.0112111818712893,0.0892646480679831,-0.120012372426065,0.0018686599084398,-0.115112540205177,-0.0814635830031999,0.0240184757488585,-0.0134606205371536,0.0503180411311581,-0.143708136852498,0.0055184586589254,-0.1022069852048269,0.0153050672112106,0.0775593008872866,0.0287381473486639
-0.0720303285946427,-0.0734657039641148,-0.0606749944723731,-0.0954001838278175,0.0026162790682831,-0.0124013528902529,-0.0897609381877608,-0.0471259918640712,-0.0620794443309377,-0.0534902380209933,-0.0070308274570812,-0.194106356770802,-0.025175166124678,0.0104272266670717,-0.109490486939564
-0.0989559691378388,0.0810442236361635,-0.109719058459335,0.0147318798103417,-0.103518897300667,-0.0678670928721664,0.118929633293391,-0.0935472640130668,0.0111085396948067,-0.0096072337122877,-0.0209912185468524,-0.115915915908326,0.053358443183666,0.107285886486541,-0.111359285258465
0.169852636977745,-0.0742476121627187,0.115138592728026,-0.0014518002182353,-0.0194206182233023,0.0504340636445668,-0.0899025686536202,0.0483346416910868,-0.10185331008576,0.0038522838951498,-0.1153092639064369,-0.0305706521774026,-0.0725069526910153,-0.1184569424677,0.0041292639146999
-0.0210249671510556,0.0243332684640708,-0.142447418726918,0.0066847505416083,0.0264069978276527,-0.0712317984928014,-0.0851581508474403,-0.0572314933614956,-0.0648815653938808,0.0408571428565898,0.0215121797117637,-0.159815733529701,-0.102575036311373,0.139973478735736,-0.0567462592834316
